K,Num Rotations,Num Shifts,Num Shells,Num Sectors,Rotation Angle,Solver,Consensus NClass,Theta,Epsilon,Th_dist,Dist_max,NMI,Runtime
9,2,2,2,3,30,mcla,9,0.01,0.0001,45.0,1000,0.39284379563454863,3.055159091949463
9,2,2,2,3,30,mcla,9,0.01,0.0001,,1000,0.4508543188796026,2.994389057159424
9,2,2,2,3,30,mcla,9,0.001,0.001,5.0,1000,0.3964076244677502,2.8680410385131836
9,2,2,2,3,30,mcla,9,0.001,0.001,15.0,1000,0.32084282379672757,2.983142852783203
9,2,2,2,3,30,mcla,9,0.001,0.001,25.0,1000,0.3209253365410757,2.704690933227539
9,2,2,2,3,30,mcla,9,0.001,0.001,45.0,1000,0.38426452826104684,2.8875250816345215
9,2,2,2,3,30,mcla,9,0.001,0.001,,1000,0.3720455981391109,3.026284694671631
9,2,2,2,3,30,mcla,9,0.001,0.0001,5.0,1000,0.04107408520368395,2.861109972000122
9,2,2,2,3,30,mcla,9,0.001,0.0001,15.0,1000,0.08407726758941274,2.8571949005126953
9,2,2,2,3,30,mcla,9,0.001,0.0001,25.0,1000,0.08543787752843159,2.7156128883361816
9,2,2,2,3,30,mcla,9,0.001,0.0001,45.0,1000,0.37459997518546806,3.0090255737304688
9,2,2,2,3,30,mcla,9,0.001,0.0001,,1000,0.15840523603053877,2.971895217895508
9,2,2,2,3,30,mcla,6,0.01,0.001,5.0,1000,0.5377776971664948,2.7492189407348633
9,2,2,2,3,30,mcla,6,0.01,0.001,15.0,1000,0.33347795021719984,2.8320038318634033
9,2,2,2,3,30,mcla,6,0.01,0.001,25.0,1000,0.49360570198446735,2.712203025817871
9,2,2,2,3,30,mcla,6,0.01,0.001,45.0,1000,0.43761112637658356,2.8467330932617188
9,2,2,2,3,30,mcla,6,0.01,0.001,,1000,0.49779132690923705,3.367551326751709
9,2,2,2,3,30,mcla,6,0.01,0.0001,5.0,1000,0.491272253876692,2.849616050720215
9,2,2,2,3,30,mcla,6,0.01,0.0001,15.0,1000,0.21223130574486293,2.9554741382598877
9,2,2,2,3,30,mcla,6,0.01,0.0001,25.0,1000,0.4755056078903274,3.0136868953704834
9,2,2,2,3,30,mcla,6,0.01,0.0001,45.0,1000,0.44066579323725624,2.9973371028900146
9,2,2,2,3,30,mcla,6,0.01,0.0001,,1000,0.4815104013667343,2.903956890106201
9,2,2,2,3,30,mcla,6,0.001,0.001,5.0,1000,0.3408555519668263,2.5882022380828857
9,2,2,2,3,30,mcla,6,0.001,0.001,15.0,1000,0.22250954735419853,2.6869170665740967
9,2,2,2,3,30,mcla,6,0.001,0.001,25.0,1000,0.12524418180925767,2.8507511615753174
9,2,2,2,3,30,mcla,6,0.001,0.001,45.0,1000,0.4205791746943704,3.0710439682006836
9,2,2,2,3,30,mcla,6,0.001,0.001,,1000,0.3751654344489795,2.867600917816162
9,2,2,2,3,30,mcla,6,0.001,0.0001,5.0,1000,0.351375780968507,2.924201011657715
9,2,2,2,3,30,mcla,6,0.001,0.0001,15.0,1000,0.15242372166475382,2.8076369762420654
9,2,2,2,3,30,mcla,6,0.001,0.0001,25.0,1000,0.10707844595321314,2.8107521533966064
9,2,2,2,3,30,mcla,6,0.001,0.0001,45.0,1000,0.17371719750321502,3.105891704559326
9,2,2,2,3,30,mcla,6,0.001,0.0001,,1000,0.14503465939229462,3.235194206237793
9,2,2,2,3,30,hbgf,9,0.01,0.001,5.0,1000,0.4433081228947139,2.815376043319702
9,2,2,2,3,30,hbgf,9,0.01,0.001,15.0,1000,0.31535368635701755,2.883247137069702
9,2,2,2,3,30,hbgf,9,0.01,0.001,25.0,1000,0.2686247505176068,2.69353985786438
9,2,2,2,3,30,hbgf,9,0.01,0.001,45.0,1000,0.39055538577618365,2.7942380905151367
9,2,2,2,3,30,hbgf,9,0.01,0.001,,1000,0.3931163147851573,2.660918951034546
9,2,2,2,3,30,hbgf,9,0.01,0.0001,5.0,1000,0.5652984047720926,2.7678749561309814
9,2,2,2,3,30,hbgf,9,0.01,0.0001,15.0,1000,0.2521704591008194,2.84102201461792
9,2,2,2,3,30,hbgf,9,0.01,0.0001,25.0,1000,0.32184745708767487,2.77927303314209
9,2,2,2,3,30,hbgf,9,0.01,0.0001,45.0,1000,0.388738606270385,2.7938618659973145
9,2,2,2,3,30,hbgf,9,0.01,0.0001,,1000,0.38414048066081835,2.6632800102233887
